FIGI,Name,Ticker,Exchange Code,Security Type,Market Sector,FIGI Composite,Share Class,Security Description,Security Type 2,bloomberg_url,exists_on_bloomberg
BBG000BBM6M0,RANK PROGRESS SA,RNK,PW,Common Stock,Equity,BBG000BBM686,BBG001T95MP5,RNK,Common Stock,https://www.bloomberg.com/quote/RNK:PZ,True
BBG000BF9JB0,INC SA,INC,PW,Common Stock,Equity,BBG000BF9HY9,BBG001S8ZWW5,INC,Common Stock,https://www.bloomberg.com/quote/INC:PZ,True
BBG000BFD0L5,HARPER HYGIENICS SA,HRP,PW,Common Stock,Equity,BBG000BFD053,BBG001T9BVP8,HRP,Common Stock,https://www.bloomberg.com/quote/HRP:PZ,True
BBG000BGY0N8,FON SE,FON,PW,Common Stock,Equity,BBG000BGY067,BBG001S7YQ06,FON,Common Stock,https://www.bloomberg.com/quote/FON:PZ,True
BBG000BMDJP5,INVESTMENT FRIENDS SA,IFR,PW,Common Stock,Equity,BBG000BMDH33,BBG001SDKMN2,IFR,Common Stock,https://www.bloomberg.com/quote/IFR:PZ,True
BBG000BMGRF5,BANK OCHRONY SRODOWISKA SA,BOS,PW,Common Stock,Equity,BBG000BMGQV9,BBG001S9DKD4,BOS,Common Stock,https://www.bloomberg.com/quote/BOS:PZ,True
BBG000BMWXJ0,PKO BANK POLSKI SA,PKO,PW,Common Stock,Equity,BBG000BMWX91,BBG001S9F9B9,PKO,Common Stock,https://www.bloomberg.com/quote/PKO:PZ,True
BBG000BNDZR5,LPP SA,LPP,PW,Common Stock,Equity,BBG000BNDZK2,BBG001S9TZW3,LPP,Common Stock,https://www.bloomberg.com/quote/LPP:PZ,True
BBG000BNY918,SKYLINE INVESTMENT SA,SKL,PW,Common Stock,Equity,BBG000BNY8S1,BBG001SFJ7T6,SKL,Common Stock,https://www.bloomberg.com/quote/SKL:PZ,True
BBG000BP0PD1,PGE SA,PGE,PW,Common Stock,Equity,BBG000BP0NZ2,BBG001S96L04,PGE,Common Stock,https://www.bloomberg.com/quote/PGE:PZ,True
BBG000BPTH48,WASKO SA,WAS,PW,Common Stock,Equity,BBG000BPTGM0,BBG001SB8M14,WAS,Common Stock,https://www.bloomberg.com/quote/WAS:PZ,True
BBG000BR19C3,KPPD SA,KPD,PW,Common Stock,Equity,BBG000BR1880,BBG001SCF6P3,KPD,Common Stock,https://www.bloomberg.com/quote/KPD:PZ,True
BBG000BVJ0B5,PBG SA,PBG,PW,Common Stock,Equity,BBG000BVJ034,BBG001SCDNN0,PBG,Common Stock,https://www.bloomberg.com/quote/PBG:PZ,True
BBG000BXN1R7,AMREST HOLDINGS SE,EAT,PW,Common Stock,Equity,BBG000BXN1L3,BBG001SCYN75,EAT,Common Stock,https://www.bloomberg.com/quote/EAT:PZ,True
BBG000C1P2R2,SFINKS POLSKA SA,SFS,PW,Common Stock,Equity,BBG000C1P2B9,BBG001SKRL79,SFS,Common Stock,https://www.bloomberg.com/quote/SFS:PZ,True
BBG000C2J2P9,ALTA SA,AAT,PW,Common Stock,Equity,BBG000C2J233,BBG001SBTSR0,AAT,Common Stock,https://www.bloomberg.com/quote/AAT:PZ,True
BBG000C2VF94,OPONEO.PL SA,OPN,PW,Common Stock,Equity,BBG000C2VCD6,BBG001SL1GJ3,OPN,Common Stock,https://www.bloomberg.com/quote/OPN:PZ,True
BBG000C3DVM2,PRAGMA INKASO SA,PRI,PW,Common Stock,Equity,BBG000C3DVF0,BBG001SL6KT8,PRI,Common Stock,https://www.bloomberg.com/quote/PRI:PZ,True
BBG000C3PQ95,KOGENERACJA,KGN,PW,Common Stock,Equity,BBG000C3PPL3,BBG001SFY078,KGN,Common Stock,https://www.bloomberg.com/quote/KGN:PZ,True
BBG000C3TSN1,MAGNA POLONIA SA,06N,PW,Common Stock,Equity,BBG000C3TS51,BBG001SFYCC6,06N,Common Stock,https://www.bloomberg.com/quote/06N:PZ,True
BBG000C462J6,FABRYKA SPRZETU I NARZEDZI,FSG,PW,Common Stock,Equity,BBG000C46260,BBG001SFZ7Y2,FSG,Common Stock,https://www.bloomberg.com/quote/FSG:PZ,True
BBG000C4B4D2,MANYDEV STUDIO SE,MAN,PW,Common Stock,Equity,BBG000C4B3R9,BBG001SV9S70,MAN,Common Stock,https://www.bloomberg.com/quote/MAN:PZ,True
BBG000C4CGV4,INTERSPORT POLSKA SA,IPO,PW,Common Stock,Equity,BBG000C4CGD4,BBG001SLCVD4,IPO,Common Stock,https://www.bloomberg.com/quote/IPO:PZ,True
BBG000CHZ7N9,BANK HANDLOWY W WARSZAWIE SA,BHW,PW,Common Stock,Equity,BBG000CHZ731,BBG001SFXW51,BHW,Common Stock,https://www.bloomberg.com/quote/BHW:PZ,True
BBG000CHZBK3,LUBAWA SA,LBW,PW,Common Stock,Equity,BBG000CHZ9M6,BBG001SFXW60,LBW,Common Stock,https://www.bloomberg.com/quote/LBW:PZ,True
BBG000CHZDF5,PRZEDSIEBIORSTWO PRODUKCYJNO,KMP,PW,Common Stock,Equity,BBG000CHZD47,BBG001SFXW79,KMP,Common Stock,https://www.bloomberg.com/quote/KMP:PZ,True
BBG000CHZJT7,SANOK RUBBER COMPANY SA,SNK,PW,Common Stock,Equity,BBG000CHZJ80,BBG001SFXWB4,SNK,Common Stock,https://www.bloomberg.com/quote/SNK:PZ,True
BBG000CJ1Z78,COGNOR SA,COG,PW,Common Stock,Equity,BBG000CJ1Z23,BBG001SFXWM2,COG,Common Stock,https://www.bloomberg.com/quote/COG:PZ,True
BBG000CJ2519,APATOR SA,APT,PW,Common Stock,Equity,BBG000CJ24J3,BBG001SFXWQ8,APT,Common Stock,https://www.bloomberg.com/quote/APT:PZ,True
BBG000CJ29G5,ZAKLADY LENTEX SA,LTX,PW,Common Stock,Equity,BBG000CJ28X8,BBG001SFXWT5,LTX,Common Stock,https://www.bloomberg.com/quote/LTX:PZ,True
BBG000CJ2C69,BEST SA,BST,PW,Common Stock,Equity,BBG000CJ2BX1,BBG001SFXWV2,BST,Common Stock,https://www.bloomberg.com/quote/BST:PZ,True
BBG000CJ2FD4,ULMA CONSTRUCCION POLSKA SA,ULM,PW,Common Stock,Equity,BBG000CJ2DF7,BBG001SFXWW1,ULM,Common Stock,https://www.bloomberg.com/quote/ULM:PZ,True
BBG000CJ3P78,SOHO DEVELOPMENT SA,SHD,PW,Common Stock,Equity,BBG000CJ3NT9,BBG001SFXX13,SHD,Common Stock,https://www.bloomberg.com/quote/SHD:PZ,True
BBG000CJ4VL8,IMPERA CAPITAL SA,IMP,PW,Common Stock,Equity,BBG000CJ4V74,BBG001SFXX31,IMP,Common Stock,https://www.bloomberg.com/quote/IMP:PZ,True
BBG000CJ4XH9,NFI OCTAVA SA,08N,PW,Common Stock,Equity,BBG000CJ4WS9,BBG001SFXX40,08N,Common Stock,https://www.bloomberg.com/quote/08N:PZ,True
BBG000CJ52Z6,BBI DEVELOPMENT SA,BBD,PW,Common Stock,Equity,BBG000CJ52P7,BBG001SFXX77,BBD,Common Stock,https://www.bloomberg.com/quote/BBD:PZ,True
BBG000CJ6GW7,PEPEES,PPS,PW,Common Stock,Equity,BBG000CJ6G11,BBG001SFXXF8,PPS,Common Stock,https://www.bloomberg.com/quote/PPS:PZ,True
BBG000CJ6JT5,KGHM POLSKA MIEDZ SA,KGH,PW,Common Stock,Equity,BBG000CJ6JM2,BBG001SFCTN1,KGH,Common Stock,https://www.bloomberg.com/quote/KGH:PZ,True
BBG000CJ7P92,STALPRODUKT SA,STP,PW,Common Stock,Equity,BBG000CJ7N60,BBG001SFXXG7,STP,Common Stock,https://www.bloomberg.com/quote/STP:PZ,True
BBG000CJ7QY2,ENERGOAPARATURA SA,ENP,PW,Common Stock,Equity,BBG000CJ7QJ9,BBG001SFXXH6,ENP,Common Stock,https://www.bloomberg.com/quote/ENP:PZ,True
BBG000CJ7SW0,AMICA SA,AMC,PW,Common Stock,Equity,BBG000CJ7SH7,BBG001SFXXJ4,AMC,Common Stock,https://www.bloomberg.com/quote/AMC:PZ,True
BBG000CJBQF8,MONNARI TRADE SA,MON,PW,Common Stock,Equity,BBG000CJBPX0,BBG001SLZTH0,MON,Common Stock,https://www.bloomberg.com/quote/MON:PZ,True
BBG000CNFRH1,DGA SA,DGA,PW,Common Stock,Equity,BBG000CNFR45,BBG001SFLV56,DGA,Common Stock,https://www.bloomberg.com/quote/DGA:PZ,True
BBG000CP8SV6,TALEX,TLX,PW,Common Stock,Equity,BBG000CP7R03,BBG001SGF9V1,TLX,Common Stock,https://www.bloomberg.com/quote/TLX:PZ,True
BBG000CW2H41,SNIEZKA,SKA,PW,Common Stock,Equity,BBG000CW2GK5,BBG001SFTG15,SKA,Common Stock,https://www.bloomberg.com/quote/SKA:PZ,True
BBG000D0J735,INSTAL KRAKOW,INK,PW,Common Stock,Equity,BBG000D0J6F4,BBG001SFXZS9,INK,Common Stock,https://www.bloomberg.com/quote/INK:PZ,True
BBG000D0JDP8,ORLEN SA,PKN,PW,Common Stock,Equity,BBG000D0JCZ9,BBG001SDW6Y2,PKN,Common Stock,https://www.bloomberg.com/quote/PKN:PZ,True
BBG000D0KNX5,PJPMAKRUM SA,PJP,PW,Common Stock,Equity,BBG000D0KN56,BBG001SFY032,PJP,Common Stock,https://www.bloomberg.com/quote/PJP:PZ,True
BBG000D2FBL6,ELKOP ESTONIA SE,EKP,PW,Common Stock,Equity,BBG000D2FB27,BBG001SH9C12,EKP,Common Stock,https://www.bloomberg.com/quote/EKP:PZ,True
BBG000D2ZHY7,AB SA,ABE,PW,Common Stock,Equity,BBG000D2ZHK2,BBG001SMCJH5,ABE,Common Stock,https://www.bloomberg.com/quote/ABE:PZ,True
BBG000D7VF56,ART NEW MEDIA SA,ANM,PW,Common Stock,Equity,BBG000D7VDS6,BBG001T0TBZ1,ANM,Common Stock,https://www.bloomberg.com/quote/ANM:PZ,True
BBG000D86QG6,UNICREDIT SPA,UCG,PW,Common Stock,Equity,BBG000D86PS5,BBG001S6T1S9,UCG,Common Stock,https://www.bloomberg.com/quote/UCG:PZ,True
BBG000D9DHR4,GETIN HOLDING SA,GTN,PW,Common Stock,Equity,BBG000D9DGZ7,BBG001SHWH79,GTN,Common Stock,https://www.bloomberg.com/quote/GTN:PZ,True
BBG000DBY315,ZAKLADY CHEMICZNE POLICE SA,PCE,PW,Common Stock,Equity,BBG000DBY2B6,BBG001SMJ418,PCE,Common Stock,https://www.bloomberg.com/quote/PCE:PZ,True
BBG000DCTR89,BANK MILLENNIUM SA,MIL,PW,Common Stock,Equity,BBG000DCTQT8,BBG001S873C2,MIL,Common Stock,https://www.bloomberg.com/quote/MIL:PZ,True
BBG000DCV236,ING BANK SLASKI SA,ING,PW,Common Stock,Equity,BBG000DCV1B9,BBG001S873N0,ING,Common Stock,https://www.bloomberg.com/quote/ING:PZ,True
BBG000DG9HG5,CARLSON INVESTMENTS SA,CAI,PW,Common Stock,Equity,BBG000DG9GX8,BBG001T12VZ4,CAI,Common Stock,https://www.bloomberg.com/quote/CAI:PZ,True
BBG000DP4F92,SANTANDER BANK POLSKA SA,SPL,PW,Common Stock,Equity,BBG000DP4DY9,BBG001S8QSS9,SPL,Common Stock,https://www.bloomberg.com/quote/SPL:PZ,True
BBG000F6QKF0,POLIMEX-MOSTOSTAL SA,PXM,PW,Common Stock,Equity,BBG000F6PHL1,BBG001SFXXP7,PXM,Common Stock,https://www.bloomberg.com/quote/PXM:PZ,True
BBG000F6RWF3,WAWEL SA,WWL,PW,Common Stock,Equity,BBG000F6RVK9,BBG001SFXXV0,WWL,Common Stock,https://www.bloomberg.com/quote/WWL:PZ,True
BBG000F6S5Q9,ZAKLADY MAGNEZYTOWE ROPCZYCE,RPC,PW,Common Stock,Equity,BBG000F6S5G0,BBG001SFXY20,RPC,Common Stock,https://www.bloomberg.com/quote/RPC:PZ,True
BBG000F6VHT6,ASSECO POLAND SA,ACP,PW,Common Stock,Equity,BBG000F6VGY2,BBG001SFXY66,ACP,Common Stock,https://www.bloomberg.com/quote/ACP:PZ,True
BBG000F6VM79,SANWIL HOLDING SA,SNW,PW,Common Stock,Equity,BBG000F6VLW3,BBG001SFXY84,SNW,Common Stock,https://www.bloomberg.com/quote/SNW:PZ,True
BBG000F6VPG2,ODLEWNIE POLSKIE SA,ODL,PW,Common Stock,Equity,BBG000F6VP18,BBG001SFXYB0,ODL,Common Stock,https://www.bloomberg.com/quote/ODL:PZ,True
BBG000F6VTQ3,PRZEDSIEBIORSTWO HYDRAULIKI,HDR,PW,Common Stock,Equity,BBG000F6VT65,BBG001SFXYD8,HDR,Common Stock,https://www.bloomberg.com/quote/HDR:PZ,True
BBG000F6VY55,MENNICA POLSKA SA,MNC,PW,Common Stock,Equity,BBG000F6VXP5,BBG001SFXYG5,MNC,Common Stock,https://www.bloomberg.com/quote/MNC:PZ,True
BBG000F6W0H5,MUZA SA,MZA,PW,Common Stock,Equity,BBG000F6VZS7,BBG001SFXYH4,MZA,Common Stock,https://www.bloomberg.com/quote/MZA:PZ,True
BBG000F6YJD6,ORANGE POLSKA SA,OPL,PW,Common Stock,Equity,BBG000F6YHK2,BBG001SFXYR3,OPL,Common Stock,https://www.bloomberg.com/quote/OPL:PZ,True
BBG000F714H9,BANK PEKAO SA,PEO,PW,Common Stock,Equity,BBG000F714C4,BBG001SFXZ36,PEO,Common Stock,https://www.bloomberg.com/quote/PEO:PZ,True
BBG000F716Q4,LUBELSKIE ZAKLADY PRZEMYSLU,PRT,PW,Common Stock,Equity,BBG000F71657,BBG001SFXZ45,PRT,Common Stock,https://www.bloomberg.com/quote/PRT:PZ,True
BBG000F745M7,AGORA SA,AGO,PW,Common Stock,Equity,BBG000F74547,BBG001SDP6W2,AGO,Common Stock,https://www.bloomberg.com/quote/AGO:PZ,True
BBG000F7NW92,GLOBE TRADE CENTRE SA,GTC,PW,Common Stock,Equity,BBG000F7NVL0,BBG001SFZ754,GTC,Common Stock,https://www.bloomberg.com/quote/GTC:PZ,True
BBG000F867H5,TRITON DEVELOPMENT SA,TRI,PW,Common Stock,Equity,BBG000F866W0,BBG001SG01T7,TRI,Common Stock,https://www.bloomberg.com/quote/TRI:PZ,True
BBG000FK2416,MCI CAPITAL SA,MCI,PW,Common Stock,Equity,BBG000FK2345,BBG001SGVP74,MCI,Common Stock,https://www.bloomberg.com/quote/MCI:PZ,True
BBG000FMPVT7,FAST FINANCE SA,FFI,PW,Common Stock,Equity,BBG000FMPV26,BBG001T2MM08,FFI,Common Stock,https://www.bloomberg.com/quote/FFI:PZ,True
BBG000FVZW05,SECO/WARWICK SA,SWG,PW,Common Stock,Equity,BBG000FVZV07,BBG001SNRDR9,SWG,Common Stock,https://www.bloomberg.com/quote/SWG:PZ,True
BBG000G465N0,LUBELSKI WEGIEL BOGDANKA SA,LWB,PW,Common Stock,Equity,BBG000G46550,BBG001T2T848,LWB,Common Stock,https://www.bloomberg.com/quote/LWB:PZ,True
BBG000GH9D79,LENA LIGHTING SA,LEN,PW,Common Stock,Equity,BBG000GH89X0,BBG001SNXK78,LEN,Common Stock,https://www.bloomberg.com/quote/LEN:PZ,True
BBG000GL8Q90,DECORA SA,DCR,PW,Common Stock,Equity,BBG000GL8PM7,BBG001SNY9L6,DCR,Common Stock,https://www.bloomberg.com/quote/DCR:PZ,True
BBG000GLSQV3,REDAN SA,RDN,PW,Common Stock,Equity,BBG000GLSQG0,BBG001SH9679,RDN,Common Stock,https://www.bloomberg.com/quote/RDN:PZ,True
BBG000HH93P0,POLENERGIA SA,PEP,PW,Common Stock,Equity,BBG000HH92Z1,BBG001SNCGQ9,PEP,Common Stock,https://www.bloomberg.com/quote/PEP:PZ,True
BBG000HY94Y1,INDYGO,IDG,PW,Common Stock,Equity,BBG000HY94F2,BBG001S7ZFZ1,IDG,Common Stock,https://www.bloomberg.com/quote/IDG:PZ,True
BBG000JHCYT2,ZAKLADY AZOTOWE PULAWY SA,ZAP,PW,Common Stock,Equity,BBG000JHCYF7,BBG001SJ4VG5,ZAP,Common Stock,https://www.bloomberg.com/quote/ZAP:PZ,True
BBG000JJXC13,BETACOM SA,BCM,PW,Common Stock,Equity,BBG000JJX9V7,BBG001SJ5M83,BCM,Common Stock,https://www.bloomberg.com/quote/BCM:PZ,True
BBG000JMQK34,GPM VINDEXUS SA,VIN,PW,Common Stock,Equity,BBG000JMQJV6,BBG001T3PM12,VIN,Common Stock,https://www.bloomberg.com/quote/VIN:PZ,True
BBG000JQWNF9,TRANS POLONIA SA,TRN,PW,Common Stock,Equity,BBG000JQWMW2,BBG001T3QXB6,TRN,Common Stock,https://www.bloomberg.com/quote/TRN:PZ,True
BBG000KCB7B0,AUTOMATYKA POMIARY STEROWANI,APS,PW,Common Stock,Equity,BBG000KCB6K2,BBG001T3YPJ6,APS,Common Stock,https://www.bloomberg.com/quote/APS:PZ,True
BBG000KFQYW5,PZ CORMAY SA,CRM,PW,Common Stock,Equity,BBG000KFQYD6,BBG001T3Z9M7,CRM,Common Stock,https://www.bloomberg.com/quote/CRM:PZ,True
BBG000KN2QY9,MILKPOL SA,MLP,PW,Common Stock,Equity,BBG000KN2QQ8,BBG001T416C9,MLP,Common Stock,https://www.bloomberg.com/quote/MLP:PZ,True
BBG000KYH0P6,READ-GENE SA,RDG,PW,Common Stock,Equity,BBG000KYH049,BBG001T44HY8,RDG,Common Stock,https://www.bloomberg.com/quote/RDG:PZ,True
BBG000LB1LL0,MEDICOFARMA BIOTECH SA,MDB,PW,Common Stock,Equity,BBG000LB1L94,BBG001T486G8,MDB,Common Stock,https://www.bloomberg.com/quote/MDB:PZ,True
BBG000LT1FV3,LSI SOFTWARE SA,LSI,PW,Common Stock,Equity,BBG000LT1F98,BBG001SQ4P45,LSI,Common Stock,https://www.bloomberg.com/quote/LSI:PZ,True
BBG000LZVD78,ELEKTROMONT SA,ELM,PW,Common Stock,Equity,BBG000LZVCJ7,BBG001T4HHP4,ELM,Common Stock,https://www.bloomberg.com/quote/ELM:PZ,True
BBG000M27V95,REGNON SA,REG,PW,Common Stock,Equity,BBG000M27TX3,BBG001SQ70Q3,REG,Common Stock,https://www.bloomberg.com/quote/REG:PZ,True
BBG000M2QCG8,IPOPEMA SECURITIES SA,IPE,PW,Common Stock,Equity,BBG000M2QBV3,BBG001SQ77K4,IPE,Common Stock,https://www.bloomberg.com/quote/IPE:PZ,True
BBG000M7YQ40,ASTARTA HOLDING PLC,AST,PW,Common Stock,Equity,BBG000M7YPK4,BBG001SFHC71,AST,Common Stock,https://www.bloomberg.com/quote/AST:PZ,True
BBG000MGZLF8,MOSTOSTAL WARSZAWA SA,MSW,PW,Common Stock,Equity,BBG000MGZL77,BBG001SFXTL0,MSW,Common Stock,https://www.bloomberg.com/quote/MSW:PZ,True
BBG000MGZR47,FIRMA OPONIARSKA DEBICA SA,DBC,PW,Common Stock,Equity,BBG000MGZQM9,BBG001SFXTP6,DBC,Common Stock,https://www.bloomberg.com/quote/DBC:PZ,True
BBG000MH0V44,REMAK SA,RMK,PW,Common Stock,Equity,BBG000MGZSG2,BBG001SFXTQ5,RMK,Common Stock,https://www.bloomberg.com/quote/RMK:PZ,True
BBG000MH22G3,STALEXPORT AUTOSTRADY SA,STX,PW,Common Stock,Equity,BBG000MH21V8,BBG001SFXTW8,STX,Common Stock,https://www.bloomberg.com/quote/STX:PZ,True
BBG000MH2941,NOVITA SA,NVT,PW,Common Stock,Equity,BBG000MH28F1,BBG001SFXV17,NVT,Common Stock,https://www.bloomberg.com/quote/NVT:PZ,True
BBG000MH2G18,KORPORACJA GOSPODARCZA EFEKT,EFK,PW,Common Stock,Equity,BBG000MH2FK9,BBG001SFXV35,EFK,Common Stock,https://www.bloomberg.com/quote/EFK:PZ,True
BBG000MH2PX3,MOSTOSTAL ZABRZE SA,MSZ,PW,Common Stock,Equity,BBG000MH2PH1,BBG001SFXV80,MSZ,Common Stock,https://www.bloomberg.com/quote/MSZ:PZ,True
BBG000MH3TY3,PROCHEM,PRM,PW,Common Stock,Equity,BBG000MH3TB8,BBG001SFXV99,PRM,Common Stock,https://www.bloomberg.com/quote/PRM:PZ,True
BBG000MH51N4,BUDIMEX,BDX,PW,Common Stock,Equity,BBG000MH51B7,BBG001SFXVG1,BDX,Common Stock,https://www.bloomberg.com/quote/BDX:PZ,True
BBG000MH5635,SYGNITY SA,SGN,PW,Common Stock,Equity,BBG000MH55L7,BBG001SFXVL5,SGN,Common Stock,https://www.bloomberg.com/quote/SGN:PZ,True
BBG000MH59G5,PMPG POLSKIE MEDIA SA,PGM,PW,Common Stock,Equity,BBG000MH5920,BBG001SFXVP1,PGM,Common Stock,https://www.bloomberg.com/quote/PGM:PZ,True
BBG000MH5G33,RELPOL SA,RLP,PW,Common Stock,Equity,BBG000MH5FJ8,BBG001SFXVR9,RLP,Common Stock,https://www.bloomberg.com/quote/RLP:PZ,True
BBG000MH5H77,GRUPA KETY SA,KTY,PW,Common Stock,Equity,BBG000MH5GP9,BBG001SFXVS8,KTY,Common Stock,https://www.bloomberg.com/quote/KTY:PZ,True
BBG000MH7TM2,ECHO INVESTMENT S.A.,ECH,PW,Common Stock,Equity,BBG000MH7T24,BBG001S96BC3,ECH,Common Stock,https://www.bloomberg.com/quote/ECH:PZ,True
BBG000MH7XV3,FABRYKI MEBLI FORTE SA,FTE,PW,Common Stock,Equity,BBG000MH7WY2,BBG001SFXVX2,FTE,Common Stock,https://www.bloomberg.com/quote/FTE:PZ,True
BBG000MH8133,BORYSZEW SA,BRS,PW,Common Stock,Equity,BBG000MH80P1,BBG001SFXVZ0,BRS,Common Stock,https://www.bloomberg.com/quote/BRS:PZ,True
BBG000NCJCY3,TESGAS SA,TSG,PW,Common Stock,Equity,BBG000NCJCB8,BBG001SK2964,TSG,Common Stock,https://www.bloomberg.com/quote/TSG:PZ,True
BBG000NH8MQ1,EKO EXPORT SA,EEX,PW,Common Stock,Equity,BBG000NH8M36,BBG001T55X60,EEX,Common Stock,https://www.bloomberg.com/quote/EEX:PZ,True
BBG000P3M4H4,ELEKTROTIM SA,ELT,PW,Common Stock,Equity,BBG000P3M3X8,BBG001SQWD87,ELT,Common Stock,https://www.bloomberg.com/quote/ELT:PZ,True
BBG000PB9PB0,EUROCASH SA,EUR,PW,Common Stock,Equity,BBG000PB9P39,BBG001SL7V04,EUR,Common Stock,https://www.bloomberg.com/quote/EUR:PZ,True
BBG000PMF0R7,INTER CARS SA,CAR,PW,Common Stock,Equity,BBG000PMDZX5,BBG001SKD267,CAR,Common Stock,https://www.bloomberg.com/quote/CAR:PZ,True
BBG000PMFXQ6,ARCTIC PAPER SA,ATC,PW,Common Stock,Equity,BBG000PMFWX0,BBG001T5QQX2,ATC,Common Stock,https://www.bloomberg.com/quote/ATC:PZ,True
BBG000PMFZM5,CFI HOLDING SA,CFI,PW,Common Stock,Equity,BBG000PMFZ18,BBG001T5QQY1,CFI,Common Stock,https://www.bloomberg.com/quote/CFI:PZ,True
BBG000PMG1P6,PATENTUS SA,PAT,PW,Common Stock,Equity,BBG000PMG1L0,BBG001T5QQZ0,PAT,Common Stock,https://www.bloomberg.com/quote/PAT:PZ,True
BBG000PNFW77,IBSM SA,IBS,PW,Common Stock,Equity,BBG000PNFVX0,BBG001T5S5W7,IBS,Common Stock,https://www.bloomberg.com/quote/IBS:PZ,True
BBG000PQG9Q9,ATON-HT SA,ATO,PW,Common Stock,Equity,BBG000PQG9B5,BBG001SR91N0,ATO,Common Stock,https://www.bloomberg.com/quote/ATO:PZ,True
BBG000PR98K3,GRUPA AZOTY SA,ATT,PW,Common Stock,Equity,BBG000PR9869,BBG001SRB0Y7,ATT,Common Stock,https://www.bloomberg.com/quote/ATT:PZ,True
BBG000PX5T91,MOL HUNGARIAN OIL AND GAS PL,MOL,PW,Common Stock,Equity,BBG000PX5T55,BBG001S8PCW0,MOL,Common Stock,https://www.bloomberg.com/quote/MOL:PZ,True
BBG000Q0B2F7,GRENEVIA SA,GEA,PW,Common Stock,Equity,BBG000Q0B141,BBG001SP2R36,GEA,Common Stock,https://www.bloomberg.com/quote/GEA:PZ,True
BBG000Q0MC72,FOODHUB SA,FHB,PW,Common Stock,Equity,BBG000Q0M9X0,BBG001SRLKX3,FHB,Common Stock,https://www.bloomberg.com/quote/FHB:PZ,True
BBG000Q1SNJ7,UNIBEP SA,UNI,PW,Common Stock,Equity,BBG000Q1SN89,BBG001SRN270,UNI,Common Stock,https://www.bloomberg.com/quote/UNI:PZ,True
BBG000Q1V5L9,ACTION SA,ACT,PW,Common Stock,Equity,BBG000Q1V566,BBG001SRN403,ACT,Common Stock,https://www.bloomberg.com/quote/ACT:PZ,True
BBG000Q4KL94,NEUCA SA,NEU,PW,Common Stock,Equity,BBG000Q4KKD1,BBG001SM6699,NEU,Common Stock,https://www.bloomberg.com/quote/NEU:PZ,True
BBG000Q4W5W0,CAPITAL PARTNERS SA,CPA,PW,Common Stock,Equity,BBG000Q4W5H7,BBG001SM6SX4,CPA,Common Stock,https://www.bloomberg.com/quote/CPA:PZ,True
BBG000Q5XS38,BIOTON SA,BIO,PW,Common Stock,Equity,BBG000Q5XQT4,BBG001SM8DD7,BIO,Common Stock,https://www.bloomberg.com/quote/BIO:PZ,True
BBG000Q74VR3,COMP SA,CMP,PW,Common Stock,Equity,BBG000Q74VC9,BBG001SMBLZ1,CMP,Common Stock,https://www.bloomberg.com/quote/CMP:PZ,True
BBG000Q85YX7,NOTORIA SPOLKA AKCYJNA,NTS,PW,Common Stock,Equity,BBG000Q85YN8,BBG001T6NX22,NTS,Common Stock,https://www.bloomberg.com/quote/NTS:PZ,True
BBG000Q8L018,EURO-TAX.PL SA,ETX,PW,Common Stock,Equity,BBG000Q8KZX7,BBG001T6PX75,ETX,Common Stock,https://www.bloomberg.com/quote/ETX:PZ,True
BBG000QBX2C2,MAKARONY POLSKIE SA,MAK,PW,Common Stock,Equity,BBG000QBX214,BBG001SS0S03,MAK,Common Stock,https://www.bloomberg.com/quote/MAK:PZ,True
BBG000QFL2Q1,EUROTEL SA,ETL,PW,Common Stock,Equity,BBG000QFL2C6,BBG001SS3W47,ETL,Common Stock,https://www.bloomberg.com/quote/ETL:PZ,True
BBG000QFMBS8,POLMAN SA,PLM,PW,Common Stock,Equity,BBG000QFMBM4,BBG001SS3XX3,PLM,Common Stock,https://www.bloomberg.com/quote/PLM:PZ,True
BBG000QKZGQ4,MERA SA,MER,PW,Common Stock,Equity,BBG000QKZG66,BBG001SS9KZ3,MER,Common Stock,https://www.bloomberg.com/quote/MER:PZ,True
BBG000QLNJS7,CCC SA,CCC,PW,Common Stock,Equity,BBG000QLNJN2,BBG001SN43D1,CCC,Common Stock,https://www.bloomberg.com/quote/CCC:PZ,True
BBG000QN34J8,ASTRO SA,ASR,PW,Common Stock,Equity,BBG000QN3499,BBG001T81ZV5,ASR,Common Stock,https://www.bloomberg.com/quote/ASR:PZ,True
BBG000QN4YT0,APIS SA,ASA,PW,Common Stock,Equity,BBG000QN4YF5,BBG001T822J1,ASA,Common Stock,https://www.bloomberg.com/quote/ASA:PZ,True
BBG000QQXM71,FERRO SA,FRO,PW,Common Stock,Equity,BBG000QQXLV6,BBG001T8GSP2,FRO,Common Stock,https://www.bloomberg.com/quote/FRO:PZ,True
BBG000QRSX44,ERG SA,ERG,PW,Common Stock,Equity,BBG000QRSWP3,BBG001SNJDC4,ERG,Common Stock,https://www.bloomberg.com/quote/ERG:PZ,True
BBG000QRZB35,NEW TECH CAPITAL SA,NTC,PW,Common Stock,Equity,BBG000QRZ994,BBG001SSJ399,NTC,Common Stock,https://www.bloomberg.com/quote/NTC:PZ,True
BBG000QWMMP0,IDM SA,IDM,PW,Common Stock,Equity,BBG000QWMLW4,BBG001SP0RP4,IDM,Common Stock,https://www.bloomberg.com/quote/IDM:PZ,True
